consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,categoria,region
510,True,8,Casa,9,Ineficiente,Centro
672,False,18,Casa,10,Ineficiente,Sur
379,True,11,Departamento,6,Ineficiente,Centro
637,False,17,Casa,6,Moderado,Centro
279,True,4,Departamento,8,Ineficiente,Centro
531,False,13,Departamento,8,Moderado,Sur
576,True,14,Casa,2,Moderado,Sur
416,False,11,Departamento,6,Moderado,Sur
803,True,22,Casa,9,Ineficiente,Norte
639,False,15,Casa,8,Moderado,Norte
341,False,7,Departamento,12,Ineficiente,Centro
408,True,10,Departamento,3,Moderado,Sur
752,True,21,Casa,9,Ineficiente,Centro
405,False,9,Casa,3,Moderado,Centro
466,True,9,Departamento,11,Ineficiente,Centro
329,True,6,Departamento,2,Moderado,Norte
586,True,14,Departamento,12,Ineficiente,Centro
537,True,8,Casa,12,Ineficiente,Centro
592,True,11,Casa,12,Ineficiente,Centro
697,True,22,Casa,4,Moderado,Centro
360,False,12,Departamento,4,Moderado,Centro
566,True,12,Casa,7,Ineficiente,Centro
622,True,18,Casa,4,Moderado,Centro
377,False,9,Departamento,8,Moderado,Centro
592,True,12,Casa,9,Ineficiente,Centro
230,False,4,Departamento,4,Moderado,Centro
380,False,6,Departamento,10,Ineficiente,Norte
417,True,13,Departamento,2,Moderado,Norte
477,True,11,Casa,4,Moderado,Centro
611,False,19,Casa,4,Moderado,Centro
381,False,5,Departamento,8,Ineficiente,Sur
348,True,6,Departamento,12,Ineficiente,Centro
454,True,10,Departamento,12,Ineficiente,Centro
479,True,9,Casa,6,Moderado,Centro
363,True,10,Departamento,5,Ineficiente,Centro
394,True,13,Departamento,3,Ineficiente,Centro
508,True,12,Departamento,8,Ineficiente,Norte
425,False,11,Departamento,4,Moderado,Norte
352,True,9,Departamento,8,Ineficiente,Centro
413,False,7,Departamento,11,Ineficiente,Sur
536,True,8,Casa,8,Ineficiente,Norte
754,True,17,Casa,12,Ineficiente,Norte
504,True,12,Casa,3,Ineficiente,Centro
529,True,8,Casa,8,Ineficiente,Centro
713,True,18,Casa,7,Ineficiente,Sur
616,False,14,Casa,11,Ineficiente,Centro
654,True,17,Casa,5,Moderado,Sur
741,False,22,Casa,12,Ineficiente,Centro
438,True,14,Departamento,6,Ineficiente,Centro
491,True,12,Departamento,9,Ineficiente,Centro
709,True,22,Casa,6,Ineficiente,Centro
300,False,8,Departamento,4,Moderado,Centro
655,True,19,Casa,3,Moderado,Norte
613,True,15,Casa,7,Ineficiente,Centro
563,False,15,Casa,7,Moderado,Centro
565,False,13,Casa,8,Moderado,Sur
427,True,11,Departamento,9,Ineficiente,Centro
357,False,11,Departamento,5,Moderado,Centro
751,True,19,Casa,9,Ineficiente,Norte
468,False,11,Casa,2,Eficiente,Centro
696,True,20,Casa,7,Ineficiente,Centro
846,True,24,Casa,7,Ineficiente,Sur
726,True,23,Casa,4,Ineficiente,Sur
743,True,16,Casa,10,Ineficiente,Norte
526,True,13,Departamento,6,Ineficiente,Sur
414,False,14,Departamento,2,Eficiente,Norte
633,False,19,Casa,8,Moderado,Centro
321,True,4,Departamento,11,Ineficiente,Centro
474,True,9,Casa,4,Moderado,Norte
622,True,11,Casa,11,Ineficiente,Centro
788,True,22,Casa,11,Ineficiente,Norte
456,False,11,Departamento,12,Ineficiente,Norte
349,True,9,Departamento,5,Ineficiente,Centro
307,True,6,Departamento,7,Ineficiente,Centro
557,True,8,Casa,9,Ineficiente,Sur
394,True,9,Departamento,5,Ineficiente,Centro
727,True,21,Casa,10,Ineficiente,Centro
452,True,13,Departamento,9,Ineficiente,Centro
820,True,22,Casa,11,Ineficiente,Norte
631,True,12,Casa,11,Ineficiente,Norte
534,True,10,Casa,7,Ineficiente,Centro
445,True,12,Departamento,8,Ineficiente,Centro
580,True,13,Casa,9,Ineficiente,Centro
384,False,14,Departamento,3,Moderado,Centro
571,True,14,Casa,6,Moderado,Centro
442,False,12,Departamento,8,Moderado,Norte
459,True,10,Departamento,9,Ineficiente,Norte
446,True,12,Departamento,6,Ineficiente,Sur
476,True,11,Casa,4,Ineficiente,Centro
550,True,8,Casa,7,Ineficiente,Sur
621,False,16,Casa,6,Moderado,Norte
535,True,13,Departamento,9,Ineficiente,Sur
667,True,15,Casa,10,Ineficiente,Centro
755,False,22,Casa,10,Moderado,Norte
751,True,22,Casa,7,Ineficiente,Sur
515,True,14,Casa,5,Ineficiente,Centro
325,True,5,Departamento,5,Ineficiente,Centro
557,True,9,Casa,10,Ineficiente,Norte
300,True,7,Departamento,5,Moderado,Centro
770,True,23,Casa,9,Ineficiente,Sur
490,False,10,Casa,10,Ineficiente,Centro
444,False,9,Casa,6,Ineficiente,Centro
531,True,10,Casa,7,Moderado,Norte
482,True,12,Casa,4,Ineficiente,Centro
347,True,8,Departamento,6,Ineficiente,Centro
510,True,9,Casa,6,Ineficiente,Centro
272,True,7,Departamento,3,Ineficiente,Centro
733,False,21,Casa,11,Ineficiente,Norte
770,False,22,Casa,7,Moderado,Sur
493,True,12,Departamento,10,Ineficiente,Centro
717,True,18,Casa,12,Ineficiente,Centro
648,True,18,Casa,8,Ineficiente,Centro
605,True,14,Casa,9,Ineficiente,Centro
609,True,19,Casa,3,Ineficiente,Centro
435,True,6,Departamento,12,Ineficiente,Sur
553,True,12,Casa,10,Ineficiente,Centro
416,True,8,Departamento,4,Ineficiente,Sur
509,True,13,Departamento,11,Ineficiente,Centro
715,False,22,Casa,6,Eficiente,Norte
424,True,10,Departamento,8,Ineficiente,Centro
550,True,13,Casa,5,Ineficiente,Centro
396,True,9,Departamento,8,Ineficiente,Centro
706,True,17,Casa,9,Ineficiente,Sur
319,False,6,Departamento,11,Ineficiente,Centro
653,True,14,Casa,11,Ineficiente,Sur
555,False,18,Casa,5,Moderado,Centro
459,True,14,Departamento,6,Ineficiente,Centro
464,True,12,Departamento,12,Ineficiente,Centro
456,True,11,Casa,4,Moderado,Centro
502,False,8,Casa,6,Moderado,Sur
510,True,14,Departamento,9,Ineficiente,Centro
410,False,13,Departamento,4,Eficiente,Norte
453,True,10,Departamento,6,Ineficiente,Centro
433,True,11,Departamento,11,Ineficiente,Centro
395,True,9,Departamento,2,Ineficiente,Norte
416,True,11,Departamento,3,Moderado,Norte
708,True,22,Casa,4,Ineficiente,Centro
559,True,16,Casa,2,Ineficiente,Centro
458,True,12,Departamento,12,Ineficiente,Centro
372,False,7,Departamento,12,Ineficiente,Centro
656,False,16,Casa,10,Ineficiente,Norte
625,False,20,Casa,10,Moderado,Centro
499,True,13,Departamento,6,Ineficiente,Centro
681,False,23,Casa,5,Moderado,Centro
648,False,20,Casa,6,Ineficiente,Centro
473,True,11,Casa,5,Moderado,Centro
734,True,20,Casa,6,Ineficiente,Norte
678,True,15,Casa,8,Ineficiente,Norte
795,True,20,Casa,12,Ineficiente,Norte
763,False,22,Casa,9,Ineficiente,Sur
221,False,6,Departamento,3,Eficiente,Centro
470,False,12,Casa,5,Moderado,Centro
348,True,6,Departamento,9,Ineficiente,Centro
453,True,11,Departamento,8,Ineficiente,Centro
703,True,20,Casa,10,Ineficiente,Centro
447,True,12,Departamento,6,Ineficiente,Centro
663,False,20,Casa,7,Moderado,Norte
480,True,11,Departamento,12,Ineficiente,Centro
611,False,16,Casa,9,Ineficiente,Centro
433,True,9,Departamento,12,Ineficiente,Centro
314,False,7,Departamento,6,Moderado,Centro
702,True,18,Casa,10,Ineficiente,Centro
469,False,12,Casa,5,Moderado,Centro
453,False,12,Departamento,9,Moderado,Centro
299,False,5,Departamento,4,Eficiente,Sur
461,False,9,Casa,6,Moderado,Centro
486,False,13,Departamento,9,Ineficiente,Centro
514,True,8,Casa,11,Ineficiente,Centro
398,False,7,Departamento,8,Moderado,Sur
388,False,10,Casa,2,Eficiente,Centro
341,True,9,Departamento,5,Ineficiente,Centro
447,False,12,Casa,3,Eficiente,Centro
678,True,24,Casa,3,Ineficiente,Centro
773,True,22,Casa,8,Ineficiente,Sur
581,True,13,Casa,4,Moderado,Norte
698,True,21,Casa,4,Moderado,Norte
784,True,21,Casa,7,Ineficiente,Sur
488,True,14,Departamento,7,Ineficiente,Centro
585,True,15,Casa,2,Moderado,Centro
507,False,15,Casa,2,Moderado,Centro
744,True,16,Casa,12,Ineficiente,Norte
663,True,18,Casa,7,Ineficiente,Centro
708,True,20,Casa,8,Ineficiente,Centro
754,True,20,Casa,10,Ineficiente,Centro
537,True,12,Casa,5,Ineficiente,Centro
856,True,23,Casa,11,Ineficiente,Sur
617,False,16,Casa,7,Ineficiente,Norte
546,True,10,Casa,4,Moderado,Sur
543,False,12,Casa,12,Ineficiente,Centro
512,False,15,Casa,5,Moderado,Centro
387,False,4,Departamento,10,Ineficiente,Sur
495,True,10,Casa,2,Moderado,Centro
391,True,11,Departamento,6,Ineficiente,Centro
696,True,18,Casa,12,Ineficiente,Centro
413,True,8,Departamento,8,Ineficiente,Centro
296,True,5,Departamento,4,Ineficiente,Centro
564,False,14,Casa,3,Moderado,Sur
545,True,13,Departamento,12,Ineficiente,Centro
508,True,13,Casa,3,Moderado,Centro
691,True,23,Casa,2,Ineficiente,Centro
434,False,12,Departamento,6,Moderado,Norte
292,False,7,Departamento,4,Eficiente,Norte
576,True,10,Casa,12,Ineficiente,Centro
605,True,13,Casa,8,Ineficiente,Centro
458,True,11,Casa,2,Moderado,Centro
581,False,11,Casa,10,Moderado,Sur
433,False,14,Departamento,3,Eficiente,Norte
651,True,17,Casa,9,Ineficiente,Centro
681,True,16,Casa,11,Ineficiente,Centro
512,False,15,Casa,5,Moderado,Centro
834,True,24,Casa,7,Moderado,Norte
827,False,24,Casa,10,Moderado,Sur
415,True,11,Departamento,8,Ineficiente,Centro
607,True,14,Departamento,9,Ineficiente,Sur
443,True,11,Departamento,8,Ineficiente,Centro
502,True,10,Casa,3,Moderado,Sur
499,False,14,Departamento,10,Ineficiente,Centro
286,False,5,Departamento,2,Eficiente,Sur
266,True,5,Departamento,3,Moderado,Norte
549,True,15,Casa,4,Ineficiente,Centro
503,True,8,Casa,4,Ineficiente,Sur
570,False,14,Casa,11,Ineficiente,Norte
635,True,16,Casa,5,Ineficiente,Norte
662,True,19,Casa,6,Ineficiente,Centro
647,True,16,Casa,7,Ineficiente,Sur
455,True,10,Casa,2,Moderado,Centro
460,False,14,Departamento,9,Moderado,Centro
600,False,17,Casa,7,Moderado,Norte
637,True,11,Casa,11,Ineficiente,Norte
390,False,5,Departamento,10,Ineficiente,Sur
339,True,5,Departamento,6,Ineficiente,Norte
281,False,5,Departamento,8,Ineficiente,Centro
565,True,11,Departamento,12,Ineficiente,Sur
515,True,12,Casa,5,Moderado,Centro
252,True,4,Departamento,7,Ineficiente,Centro
651,True,15,Casa,7,Ineficiente,Norte
590,True,17,Casa,5,Ineficiente,Centro
638,False,18,Casa,7,Eficiente,Norte
704,False,20,Casa,9,Ineficiente,Centro
583,True,11,Casa,12,Ineficiente,Centro
298,False,7,Departamento,6,Moderado,Centro
265,True,4,Departamento,3,Ineficiente,Centro
633,True,12,Casa,10,Ineficiente,Norte
672,True,17,Casa,12,Ineficiente,Centro
284,False,7,Departamento,5,Moderado,Centro
457,True,14,Departamento,5,Ineficiente,Centro
723,True,16,Casa,12,Ineficiente,Norte
338,True,5,Departamento,8,Ineficiente,Centro
787,True,17,Casa,11,Ineficiente,Norte
464,False,9,Casa,11,Ineficiente,Centro
361,True,6,Departamento,7,Ineficiente,Centro
604,True,15,Casa,5,Ineficiente,Centro
719,True,21,Casa,7,Ineficiente,Centro
398,True,9,Departamento,4,Moderado,Sur
459,False,9,Departamento,8,Moderado,Sur
674,True,20,Casa,7,Ineficiente,Norte
500,False,15,Casa,4,Moderado,Centro
680,True,19,Casa,2,Ineficiente,Norte
384,False,9,Departamento,11,Ineficiente,Centro
491,False,10,Casa,6,Moderado,Centro
636,False,19,Casa,11,Ineficiente,Centro
234,False,7,Departamento,3,Eficiente,Centro
633,True,17,Casa,8,Ineficiente,Centro
702,False,22,Casa,8,Ineficiente,Centro
456,False,9,Casa,5,Moderado,Norte
315,False,8,Departamento,7,Moderado,Centro
682,True,21,Casa,2,Moderado,Centro
525,False,14,Casa,3,Moderado,Centro
326,True,6,Departamento,7,Ineficiente,Centro
562,True,18,Casa,3,Moderado,Centro
569,True,13,Casa,12,Ineficiente,Centro
629,False,18,Casa,5,Moderado,Norte
753,True,24,Casa,5,Ineficiente,Centro
744,True,17,Casa,11,Ineficiente,Sur
855,True,24,Casa,10,Ineficiente,Sur
518,True,9,Casa,11,Ineficiente,Centro
546,False,13,Casa,8,Moderado,Centro
403,False,7,Departamento,8,Ineficiente,Norte
401,True,6,Departamento,12,Ineficiente,Sur
423,True,12,Departamento,2,Moderado,Norte
414,True,5,Departamento,12,Ineficiente,Sur
459,True,10,Casa,6,Ineficiente,Centro
344,True,10,Departamento,4,Moderado,Centro
740,True,21,Casa,4,Moderado,Sur
441,True,9,Departamento,7,Ineficiente,Norte
349,True,6,Departamento,5,Ineficiente,Centro
280,False,4,Departamento,9,Ineficiente,Centro
413,True,14,Departamento,5,Ineficiente,Centro
743,True,22,Casa,9,Ineficiente,Centro
522,True,14,Casa,5,Ineficiente,Centro
613,False,22,Casa,4,Moderado,Centro
731,True,20,Casa,6,Ineficiente,Norte
615,True,13,Casa,6,Ineficiente,Sur
475,True,8,Departamento,11,Ineficiente,Norte
385,False,9,Departamento,11,Ineficiente,Centro
441,False,11,Casa,2,Eficiente,Centro
453,False,12,Departamento,9,Ineficiente,Norte
410,True,5,Departamento,9,Ineficiente,Norte
438,False,9,Departamento,9,Moderado,Sur
442,False,12,Departamento,11,Ineficiente,Centro
584,True,13,Casa,5,Moderado,Norte
511,False,14,Departamento,10,Ineficiente,Norte
478,True,9,Departamento,11,Ineficiente,Centro
557,True,11,Casa,4,Moderado,Sur
583,False,16,Casa,8,Ineficiente,Centro
407,True,8,Departamento,7,Ineficiente,Norte
746,True,20,Casa,10,Ineficiente,Centro
496,True,13,Departamento,5,Ineficiente,Norte
283,False,5,Departamento,5,Eficiente,Norte
624,True,18,Casa,7,Ineficiente,Centro
636,True,17,Casa,9,Ineficiente,Centro
368,True,10,Departamento,4,Ineficiente,Centro
521,False,8,Casa,12,Ineficiente,Centro
667,False,17,Casa,9,Moderado,Sur
578,True,10,Casa,9,Ineficiente,Sur
620,True,18,Casa,8,Ineficiente,Centro
458,True,10,Departamento,8,Ineficiente,Centro
601,True,15,Casa,6,Moderado,Centro
407,False,14,Departamento,3,Moderado,Centro
539,True,13,Casa,3,Moderado,Centro
768,True,22,Casa,11,Ineficiente,Centro
531,True,12,Departamento,9,Ineficiente,Sur
638,True,14,Departamento,12,Ineficiente,Sur
639,True,17,Casa,7,Ineficiente,Centro
763,True,22,Casa,9,Ineficiente,Centro
615,False,17,Casa,4,Moderado,Norte
717,True,24,Casa,2,Moderado,Centro
333,True,6,Departamento,7,Ineficiente,Centro
622,True,19,Casa,3,Ineficiente,Centro
795,False,22,Casa,10,Ineficiente,Sur
718,True,19,Casa,6,Ineficiente,Norte
381,False,10,Departamento,6,Moderado,Centro
425,False,10,Departamento,11,Ineficiente,Centro
520,False,11,Casa,9,Ineficiente,Centro
361,True,8,Departamento,7,Ineficiente,Centro
752,True,23,Casa,4,Ineficiente,Sur
672,True,16,Casa,10,Ineficiente,Centro
478,True,12,Departamento,11,Ineficiente,Centro
361,False,9,Departamento,5,Moderado,Norte
509,True,11,Departamento,11,Ineficiente,Centro
701,True,17,Casa,5,Ineficiente,Sur
450,True,9,Casa,3,Ineficiente,Centro
272,False,4,Departamento,4,Eficiente,Sur
481,True,10,Casa,5,Ineficiente,Centro
564,True,9,Casa,8,Ineficiente,Norte
620,True,16,Casa,4,Ineficiente,Norte
284,False,5,Departamento,9,Ineficiente,Centro
545,True,9,Casa,9,Ineficiente,Centro
777,True,22,Casa,11,Ineficiente,Centro
346,True,4,Departamento,12,Ineficiente,Centro
463,False,12,Casa,3,Eficiente,Centro
653,True,18,Casa,5,Ineficiente,Centro
534,False,14,Casa,9,Ineficiente,Centro
452,False,13,Casa,2,Moderado,Centro
680,True,21,Casa,2,Moderado,Norte
500,True,8,Casa,5,Ineficiente,Norte
596,True,14,Departamento,12,Ineficiente,Norte
739,True,24,Casa,3,Moderado,Norte
387,True,12,Departamento,2,Moderado,Norte
684,True,17,Casa,9,Ineficiente,Centro
523,True,15,Casa,3,Ineficiente,Centro
641,True,15,Casa,5,Moderado,Sur
662,False,21,Casa,4,Moderado,Norte
248,False,6,Departamento,3,Moderado,Centro
628,True,13,Casa,9,Ineficiente,Centro
606,True,11,Casa,4,Moderado,Norte
365,False,7,Departamento,10,Moderado,Sur
422,False,7,Departamento,11,Ineficiente,Norte
444,False,12,Departamento,6,Moderado,Sur
595,True,8,Casa,10,Ineficiente,Sur
324,True,6,Departamento,4,Ineficiente,Centro
568,True,12,Casa,6,Ineficiente,Centro
600,True,12,Casa,11,Ineficiente,Centro
504,True,11,Casa,7,Ineficiente,Centro
820,True,24,Casa,10,Ineficiente,Centro
773,True,21,Casa,9,Ineficiente,Norte
540,False,15,Casa,3,Eficiente,Norte
331,True,9,Departamento,3,Ineficiente,Centro
612,True,15,Casa,6,Ineficiente,Centro
516,False,8,Casa,6,Moderado,Sur
480,False,11,Casa,6,Moderado,Norte
352,True,4,Departamento,5,Ineficiente,Sur
514,False,12,Casa,9,Moderado,Centro
694,True,19,Casa,12,Ineficiente,Centro
418,True,11,Departamento,6,Ineficiente,Centro
337,False,13,Departamento,2,Moderado,Centro
809,True,24,Casa,11,Ineficiente,Norte
377,True,10,Departamento,6,Ineficiente,Centro
437,True,13,Departamento,2,Moderado,Sur
368,True,10,Departamento,5,Ineficiente,Centro
667,True,24,Casa,2,Moderado,Centro
369,True,5,Departamento,7,Ineficiente,Sur
545,True,13,Casa,7,Ineficiente,Centro
557,False,18,Casa,2,Eficiente,Centro
673,True,17,Casa,9,Ineficiente,Centro
587,True,12,Casa,5,Moderado,Sur
671,True,22,Casa,3,Ineficiente,Centro
189,False,4,Departamento,2,Eficiente,Centro
467,False,8,Casa,12,Ineficiente,Centro
683,False,22,Casa,4,Moderado,Sur
830,True,24,Casa,8,Moderado,Norte
771,True,21,Casa,11,Ineficiente,Sur
398,True,4,Departamento,12,Ineficiente,Norte
602,True,13,Casa,11,Ineficiente,Centro
727,True,20,Casa,9,Ineficiente,Centro
668,False,24,Casa,6,Moderado,Centro
635,True,13,Casa,8,Ineficiente,Sur
460,False,12,Casa,3,Eficiente,Centro
409,True,14,Departamento,5,Ineficiente,Centro
323,False,7,Departamento,7,Moderado,Norte
714,True,20,Casa,6,Moderado,Norte
358,False,9,Departamento,7,Ineficiente,Centro
329,True,8,Departamento,3,Ineficiente,Centro
466,False,12,Departamento,8,Ineficiente,Norte
618,True,14,Casa,9,Ineficiente,Norte
529,True,10,Casa,12,Ineficiente,Centro
511,True,8,Casa,10,Ineficiente,Centro
270,True,4,Departamento,7,Ineficiente,Centro
376,False,9,Departamento,8,Moderado,Norte
647,False,20,Casa,2,Eficiente,Norte
807,True,21,Casa,10,Ineficiente,Sur
331,False,9,Departamento,7,Moderado,Centro
391,True,8,Departamento,5,Ineficiente,Sur
550,True,11,Departamento,11,Ineficiente,Sur
360,True,5,Departamento,10,Ineficiente,Centro
593,False,20,Casa,2,Moderado,Norte
490,True,11,Casa,3,Moderado,Sur
393,False,11,Departamento,4,Moderado,Centro
454,True,12,Casa,2,Moderado,Centro
474,True,10,Casa,3,Ineficiente,Centro
344,True,7,Departamento,3,Ineficiente,Centro
600,True,12,Casa,8,Ineficiente,Norte
387,True,7,Departamento,11,Ineficiente,Centro
689,True,22,Casa,7,Ineficiente,Centro
345,False,9,Departamento,10,Moderado,Centro
560,True,13,Casa,6,Ineficiente,Centro
662,False,17,Casa,10,Ineficiente,Centro
483,True,12,Departamento,11,Ineficiente,Centro
843,True,24,Casa,10,Ineficiente,Sur
418,True,10,Departamento,3,Ineficiente,Norte
391,True,8,Departamento,10,Ineficiente,Centro
627,True,16,Casa,4,Ineficiente,Norte
786,True,22,Casa,12,Ineficiente,Centro
624,True,19,Casa,4,Ineficiente,Centro
781,False,21,Casa,12,Ineficiente,Sur
453,True,8,Departamento,10,Ineficiente,Centro
460,True,8,Departamento,8,Ineficiente,Sur
545,False,13,Departamento,12,Ineficiente,Norte
365,False,10,Departamento,9,Moderado,Centro
768,True,20,Casa,8,Ineficiente,Norte
493,False,11,Departamento,10,Ineficiente,Sur
242,False,4,Departamento,9,Moderado,Centro
290,True,4,Departamento,5,Ineficiente,Centro
336,True,6,Departamento,3,Moderado,Sur
651,False,17,Casa,12,Ineficiente,Norte
332,True,4,Departamento,6,Ineficiente,Norte
750,True,22,Casa,3,Moderado,Sur
596,True,16,Casa,5,Ineficiente,Centro
471,False,11,Casa,3,Eficiente,Norte
379,False,12,Departamento,6,Moderado,Centro
380,True,5,Departamento,7,Ineficiente,Centro
470,False,12,Departamento,12,Ineficiente,Norte
370,True,10,Departamento,2,Ineficiente,Centro
537,True,8,Casa,9,Ineficiente,Norte
267,True,6,Departamento,3,Moderado,Centro
672,False,19,Casa,6,Moderado,Sur
828,True,23,Casa,12,Ineficiente,Sur
482,True,8,Casa,9,Ineficiente,Centro
489,True,13,Departamento,6,Ineficiente,Norte
376,True,9,Departamento,4,Moderado,Sur
773,True,24,Casa,7,Ineficiente,Centro
464,True,10,Casa,2,Moderado,Norte
309,False,9,Departamento,2,Eficiente,Sur
559,True,13,Casa,9,Ineficiente,Centro
340,False,5,Departamento,8,Ineficiente,Centro
317,True,5,Departamento,11,Ineficiente,Centro
639,True,14,Casa,11,Ineficiente,Centro
694,True,18,Casa,12,Ineficiente,Centro
433,False,11,Departamento,12,Ineficiente,Centro
460,True,14,Departamento,4,Ineficiente,Centro
591,False,15,Casa,9,Ineficiente,Centro
478,False,14,Departamento,12,Ineficiente,Centro
499,True,10,Casa,9,Ineficiente,Centro
662,True,21,Casa,2,Ineficiente,Centro
389,False,8,Departamento,11,Ineficiente,Centro
401,True,6,Departamento,8,Ineficiente,Sur
436,True,8,Casa,3,Ineficiente,Centro
349,True,10,Departamento,3,Ineficiente,Centro
584,True,18,Casa,3,Moderado,Centro
416,False,8,Casa,6,Eficiente,Centro
735,True,19,Casa,8,Ineficiente,Norte
320,True,6,Departamento,5,Ineficiente,Centro
797,True,22,Casa,12,Ineficiente,Centro
402,False,9,Casa,5,Moderado,Centro
878,True,23,Casa,10,Ineficiente,Sur
497,False,13,Departamento,11,Ineficiente,Norte
289,False,4,Departamento,10,Ineficiente,Centro
388,True,10,Departamento,8,Ineficiente,Centro
790,True,21,Casa,11,Ineficiente,Norte
530,True,14,Departamento,5,Ineficiente,Sur
615,False,16,Casa,9,Ineficiente,Centro
523,False,14,Departamento,11,Ineficiente,Centro
233,False,4,Departamento,4,Moderado,Centro
605,True,17,Casa,4,Ineficiente,Centro
373,True,8,Departamento,8,Ineficiente,Centro
574,True,9,Casa,12,Ineficiente,Norte
881,True,24,Casa,10,Ineficiente,Sur
736,True,18,Casa,12,Ineficiente,Centro
710,True,24,Casa,5,Ineficiente,Centro
629,True,17,Casa,5,Ineficiente,Centro
419,True,13,Departamento,2,Ineficiente,Centro
655,True,23,Casa,2,Moderado,Centro
440,True,13,Departamento,4,Ineficiente,Centro
494,True,10,Casa,8,Ineficiente,Centro
700,True,22,Casa,10,Ineficiente,Centro
386,True,7,Departamento,5,Ineficiente,Sur
458,False,12,Casa,3,Moderado,Centro
782,True,22,Casa,7,Ineficiente,Sur
513,False,11,Departamento,7,Ineficiente,Sur
770,True,22,Casa,10,Ineficiente,Centro
614,True,17,Casa,5,Ineficiente,Centro
651,True,16,Casa,9,Ineficiente,Centro
403,True,9,Departamento,4,Moderado,Sur
348,True,8,Departamento,3,Ineficiente,Centro
427,False,11,Departamento,10,Ineficiente,Centro
548,True,14,Departamento,7,Ineficiente,Sur
643,True,15,Casa,12,Ineficiente,Centro
727,True,23,Casa,9,Ineficiente,Centro
492,True,12,Departamento,12,Ineficiente,Centro
667,False,16,Casa,11,Moderado,Norte
614,False,17,Casa,10,Moderado,Centro
730,True,23,Casa,2,Moderado,Norte
569,True,17,Casa,2,Moderado,Centro
557,True,11,Departamento,12,Ineficiente,Sur
427,False,10,Casa,6,Moderado,Centro
753,True,18,Casa,10,Ineficiente,Sur
573,False,13,Casa,8,Moderado,Sur
454,True,14,Departamento,8,Ineficiente,Centro
667,False,22,Casa,3,Eficiente,Norte
727,True,22,Casa,4,Ineficiente,Centro
420,True,14,Departamento,5,Ineficiente,Centro
313,True,5,Departamento,3,Moderado,Norte
729,False,21,Casa,11,Ineficiente,Centro
579,False,9,Casa,10,Moderado,Norte
661,False,19,Casa,6,Moderado,Sur
698,False,21,Casa,8,Moderado,Norte
795,True,22,Casa,12,Ineficiente,Norte
820,False,24,Casa,10,Moderado,Norte
688,False,21,Casa,6,Moderado,Sur
535,True,12,Casa,7,Ineficiente,Centro
398,True,10,Departamento,5,Moderado,Sur
365,True,5,Departamento,9,Ineficiente,Centro
269,True,4,Departamento,2,Ineficiente,Centro
479,False,13,Casa,2,Eficiente,Centro
672,True,22,Casa,6,Ineficiente,Centro
490,True,11,Departamento,11,Ineficiente,Centro
557,True,13,Casa,10,Ineficiente,Centro
624,True,19,Casa,3,Moderado,Centro
850,True,22,Casa,12,Ineficiente,Sur
447,False,14,Departamento,4,Moderado,Norte
452,True,7,Departamento,9,Ineficiente,Sur
473,False,9,Casa,6,Eficiente,Norte
603,True,20,Casa,4,Ineficiente,Centro
359,False,9,Departamento,7,Ineficiente,Centro
601,True,15,Casa,7,Ineficiente,Centro
302,True,6,Departamento,6,Ineficiente,Centro
249,True,4,Departamento,6,Ineficiente,Centro
438,False,12,Departamento,7,Ineficiente,Centro
545,True,13,Casa,3,Ineficiente,Centro
688,True,19,Casa,7,Ineficiente,Centro
621,False,19,Casa,3,Eficiente,Sur
220,True,5,Departamento,4,Ineficiente,Centro
398,True,11,Departamento,3,Ineficiente,Centro
674,True,22,Casa,2,Moderado,Centro
691,True,24,Casa,2,Moderado,Centro
545,True,14,Departamento,10,Ineficiente,Centro
316,True,5,Departamento,5,Ineficiente,Centro
360,False,8,Departamento,6,Ineficiente,Norte
773,True,22,Casa,11,Ineficiente,Centro
796,True,23,Casa,8,Ineficiente,Norte
341,True,8,Departamento,3,Ineficiente,Centro
447,True,10,Departamento,12,Ineficiente,Centro
663,True,12,Casa,11,Ineficiente,Sur
674,False,21,Casa,10,Ineficiente,Centro
495,False,9,Casa,5,Moderado,Norte
585,False,10,Casa,11,Moderado,Sur
797,True,21,Casa,11,Ineficiente,Sur
342,False,12,Departamento,2,Eficiente,Centro
682,False,22,Casa,9,Ineficiente,Centro
410,True,6,Departamento,5,Ineficiente,Sur
525,True,8,Casa,8,Ineficiente,Centro
486,True,12,Departamento,4,Moderado,Sur
511,True,8,Departamento,12,Ineficiente,Norte
777,False,23,Casa,10,Moderado,Norte
696,True,20,Casa,6,Ineficiente,Centro
536,False,13,Casa,6,Moderado,Centro
496,True,8,Casa,4,Moderado,Sur
494,True,8,Departamento,12,Ineficiente,Sur
378,True,5,Departamento,10,Ineficiente,Centro
736,False,24,Casa,4,Eficiente,Norte
484,True,9,Casa,3,Ineficiente,Sur
559,False,15,Casa,12,Ineficiente,Centro
408,True,6,Departamento,10,Ineficiente,Norte
546,True,13,Casa,10,Ineficiente,Centro
514,True,9,Casa,11,Ineficiente,Centro
318,False,10,Departamento,5,Moderado,Centro
442,True,14,Departamento,5,Ineficiente,Centro
589,True,10,Casa,12,Ineficiente,Centro
488,True,7,Departamento,11,Ineficiente,Sur
674,False,21,Casa,7,Moderado,Centro
758,True,21,Casa,10,Ineficiente,Centro
