region,tipo_inmueble,cantidad_equipos,horas_alto_consumo,uso_horario_pico,consumo_kwh,categoria
Centro,Casa,8,4,False,197,Eficiente
Norte,Casa,16,4,True,295,Moderado
Centro,Casa,16,5,True,244,Moderado
Centro,Casa,20,2,True,322,Moderado
Centro,Casa,15,2,True,250,Moderado
Norte,Departamento,13,3,False,185,Eficiente
Centro,Departamento,10,3,True,150,Moderado
Centro,Casa,11,5,True,236,Ineficiente
Centro,Casa,24,2,True,333,Moderado
Centro,Departamento,9,3,True,157,Moderado
Centro,Casa,23,2,True,260,Moderado
Sur,Departamento,8,2,False,151,Eficiente
Centro,Casa,13,3,True,224,Moderado
Centro,Casa,8,4,True,170,Moderado
Norte,Casa,23,4,True,336,Moderado
Centro,Casa,22,3,True,308,Moderado
Centro,Casa,14,5,True,233,Moderado
Centro,Casa,9,6,False,209,Moderado
Centro,Casa,17,2,True,235,Moderado
Norte,Casa,22,6,False,277,Eficiente
Norte,Casa,13,3,False,204,Eficiente
Centro,Departamento,4,2,True,106,Moderado
Centro,Departamento,9,6,False,168,Moderado
Centro,Casa,8,4,True,212,Moderado
Centro,Departamento,5,5,True,126,Moderado
Centro,Casa,11,6,True,218,Ineficiente
Norte,Casa,23,5,False,341,Moderado
Norte,Departamento,9,4,True,204,Ineficiente
Centro,Casa,8,6,False,157,Eficiente
Sur,Casa,18,3,True,332,Ineficiente
Centro,Departamento,11,2,True,217,Ineficiente
Centro,Casa,17,4,True,263,Ineficiente
Centro,Departamento,4,5,False,106,Eficiente
Sur,Departamento,13,5,True,232,Ineficiente
Centro,Casa,14,4,True,236,Moderado
Sur,Departamento,11,3,True,232,Ineficiente
Norte,Casa,22,3,True,301,Moderado
Norte,Casa,15,5,True,290,Moderado
Centro,Casa,24,4,True,313,Ineficiente
Centro,Departamento,10,4,True,163,Ineficiente
Centro,Casa,21,2,True,289,Ineficiente
Centro,Casa,9,5,True,208,Ineficiente
Centro,Casa,23,3,False,263,Eficiente
Norte,Casa,24,6,True,342,Ineficiente
Centro,Casa,10,3,True,209,Moderado
Centro,Casa,8,3,False,161,Eficiente
Centro,Casa,11,6,True,215,Moderado
Centro,Casa,22,5,False,280,Moderado
Centro,Departamento,12,2,True,183,Ineficiente
Centro,Casa,12,3,False,206,Eficiente
Centro,Casa,18,3,False,248,Eficiente
Centro,Departamento,9,5,False,174,Moderado
Centro,Casa,12,5,False,187,Eficiente
Centro,Departamento,4,4,True,164,Ineficiente
Norte,Casa,22,5,True,297,Moderado
Norte,Departamento,13,5,False,220,Moderado
Centro,Casa,11,3,True,227,Moderado
Centro,Casa,19,2,False,232,Eficiente
Centro,Casa,24,3,True,259,Ineficiente
Centro,Departamento,6,5,False,97,Eficiente
Centro,Casa,18,4,True,258,Moderado
Centro,Casa,9,2,True,206,Moderado
Centro,Casa,23,4,False,270,Eficiente
Centro,Casa,8,6,True,210,Moderado
Centro,Casa,24,4,True,304,Moderado
Norte,Casa,20,4,True,308,Moderado
Centro,Departamento,9,5,False,120,Eficiente
Sur,Casa,13,5,False,250,Eficiente
Centro,Casa,8,5,False,191,Moderado
Norte,Casa,17,5,True,339,Ineficiente
Centro,Casa,12,5,True,250,Ineficiente
Centro,Casa,8,4,True,197,Ineficiente
Centro,Casa,18,6,True,268,Moderado
Centro,Casa,14,5,True,257,Ineficiente
Sur,Casa,17,6,False,272,Eficiente
Centro,Casa,22,6,True,311,Ineficiente
Centro,Departamento,14,3,True,204,Moderado
Centro,Departamento,12,3,True,180,Ineficiente
Centro,Casa,22,2,True,308,Moderado
Centro,Departamento,8,3,True,154,Ineficiente
Centro,Casa,19,5,True,274,Ineficiente
Centro,Casa,15,6,True,249,Ineficiente
Centro,Casa,15,2,False,189,Eficiente
Centro,Casa,13,3,True,202,Moderado
Centro,Casa,12,4,False,215,Eficiente
Centro,Casa,9,2,True,227,Moderado
Norte,Casa,19,5,True,345,Ineficiente
Centro,Casa,11,6,True,254,Ineficiente
Centro,Casa,20,5,True,300,Ineficiente
Centro,Casa,24,5,True,324,Moderado
Sur,Casa,23,4,True,372,Moderado
Norte,Casa,16,4,False,244,Eficiente
Centro,Departamento,13,6,True,242,Ineficiente
Norte,Departamento,14,3,True,217,Ineficiente
Centro,Casa,19,5,True,288,Ineficiente
Centro,Departamento,4,3,True,128,Moderado
Norte,Casa,9,6,False,235,Moderado
Centro,Casa,11,5,True,226,Moderado
Norte,Casa,22,3,True,322,Moderado
Centro,Casa,13,5,True,216,Ineficiente
Centro,Departamento,9,4,True,164,Ineficiente
Centro,Casa,11,4,True,242,Ineficiente
Sur,Casa,8,2,True,214,Eficiente
Centro,Casa,22,6,False,283,Moderado
Centro,Casa,21,3,False,261,Moderado
Centro,Departamento,13,5,True,189,Moderado
Norte,Casa,22,2,False,304,Eficiente
Norte,Casa,12,6,True,268,Ineficiente
Centro,Casa,10,6,True,243,Ineficiente
Centro,Casa,14,6,False,249,Moderado
Centro,Casa,13,3,True,231,Moderado
Centro,Casa,8,4,True,232,Ineficiente
Centro,Casa,14,2,True,208,Moderado
Norte,Casa,11,3,False,208,Eficiente
Centro,Departamento,10,5,True,182,Ineficiente
Centro,Departamento,12,3,False,124,Eficiente
Centro,Casa,11,5,True,255,Ineficiente
Centro,Casa,8,5,True,188,Moderado
Norte,Casa,16,6,True,288,Moderado
Sur,Casa,22,3,True,349,Moderado
Centro,Casa,15,4,False,271,Eficiente
Norte,Casa,22,5,False,265,Moderado
Sur,Casa,22,6,True,360,Ineficiente
Centro,Casa,14,4,True,237,Ineficiente
Centro,Casa,23,3,True,313,Moderado
Centro,Casa,9,4,True,226,Ineficiente
Centro,Casa,11,3,True,225,Moderado
Sur,Casa,23,5,False,327,Moderado
Centro,Casa,10,2,True,183,Moderado
Centro,Casa,9,2,False,153,Eficiente
Centro,Casa,10,5,False,211,Ineficiente
Centro,Casa,12,4,True,211,Ineficiente
Centro,Casa,9,3,False,186,Eficiente
Centro,Casa,9,2,False,199,Moderado
Centro,Departamento,7,3,False,98,Eficiente
Centro,Casa,21,5,True,323,Ineficiente
Sur,Casa,22,4,True,364,Ineficiente
Centro,Casa,19,3,False,254,Eficiente
Centro,Casa,18,4,True,258,Moderado
Centro,Casa,18,2,False,246,Eficiente
Centro,Casa,14,3,True,234,Moderado
Centro,Casa,19,6,True,273,Moderado
Sur,Departamento,6,2,False,154,Eficiente
Centro,Casa,12,4,True,211,Moderado
Centro,Casa,9,5,False,164,Eficiente
Centro,Departamento,13,6,True,195,Moderado
Centro,Casa,22,3,True,259,Moderado
Centro,Departamento,10,2,True,188,Ineficiente
Centro,Casa,13,3,False,216,Moderado
Centro,Departamento,9,3,False,120,Eficiente
Centro,Casa,17,6,False,238,Moderado
Centro,Casa,12,6,True,254,Ineficiente
Sur,Casa,14,6,True,318,Ineficiente
Centro,Casa,18,6,False,258,Eficiente
Centro,Casa,21,5,True,291,Moderado
Centro,Casa,23,4,False,248,Eficiente
Centro,Casa,11,6,False,200,Moderado
Sur,Casa,8,2,True,208,Moderado
Centro,Casa,22,3,False,245,Eficiente
Norte,Casa,21,6,False,321,Moderado
Centro,Departamento,10,2,False,137,Eficiente
Centro,Casa,11,5,True,229,Moderado
Norte,Departamento,9,2,False,161,Eficiente
Norte,Casa,19,2,True,284,Moderado
Centro,Casa,22,5,True,305,Moderado
Centro,Casa,16,5,True,262,Moderado
Centro,Casa,11,3,True,208,Moderado
Centro,Casa,12,6,True,244,Ineficiente
Centro,Casa,16,2,True,245,Ineficiente
Centro,Casa,20,4,False,261,Eficiente
Centro,Departamento,13,4,True,196,Ineficiente
Centro,Casa,23,3,True,340,Ineficiente
Centro,Casa,20,4,True,304,Moderado
Centro,Casa,11,3,True,232,Ineficiente
Norte,Casa,20,6,True,324,Ineficiente
Norte,Casa,15,3,True,273,Moderado
Norte,Casa,20,5,False,279,Eficiente
Centro,Casa,22,5,False,301,Moderado
Centro,Casa,20,5,True,296,Ineficiente
Centro,Casa,12,5,True,245,Ineficiente
Centro,Departamento,6,5,True,146,Ineficiente
Centro,Departamento,11,5,True,169,Moderado
Centro,Casa,20,5,True,312,Ineficiente
Centro,Casa,12,5,False,211,Eficiente
Norte,Casa,20,5,True,300,Moderado
Centro,Departamento,11,6,False,173,Moderado
Centro,Casa,16,5,True,259,Ineficiente
Centro,Casa,22,3,True,324,Ineficiente
Centro,Casa,17,6,True,266,Moderado
Centro,Casa,18,4,True,279,Moderado
Centro,Casa,12,2,True,240,Moderado
Centro,Casa,16,6,True,280,Ineficiente
Centro,Casa,18,5,True,286,Ineficiente
Centro,Casa,9,6,True,207,Moderado
Centro,Casa,13,2,True,228,Moderado
Centro,Casa,8,2,True,200,Moderado
Centro,Casa,10,5,True,223,Ineficiente
Centro,Casa,10,5,True,249,Ineficiente
Centro,Departamento,9,3,True,159,Moderado
Centro,Casa,12,2,True,219,Moderado
Centro,Casa,24,5,False,344,Moderado
Sur,Casa,22,2,False,320,Eficiente
Norte,Casa,13,3,False,206,Eficiente
Norte,Casa,21,4,True,321,Ineficiente
Sur,Casa,21,2,True,337,Moderado
Centro,Departamento,14,3,False,156,Eficiente
Centro,Casa,15,3,True,238,Moderado
Centro,Casa,15,3,True,221,Moderado
Norte,Casa,16,6,True,292,Ineficiente
Centro,Casa,18,5,True,243,Eficiente
Centro,Casa,20,2,False,234,Eficiente
Centro,Casa,20,6,True,267,Moderado
Centro,Casa,12,2,True,225,Moderado
Centro,Casa,23,6,False,284,Moderado
Norte,Casa,16,5,True,289,Ineficiente
Centro,Casa,10,3,True,173,Moderado
Centro,Casa,12,2,False,178,Eficiente
Centro,Casa,15,3,True,260,Moderado
Sur,Departamento,4,5,False,129,Eficiente
Centro,Casa,10,2,True,225,Moderado
Centro,Casa,20,4,False,256,Eficiente
Centro,Casa,18,4,False,229,Eficiente
Centro,Casa,15,4,True,234,Moderado
Centro,Casa,17,5,True,273,Moderado
Sur,Casa,14,4,True,326,Ineficiente
Centro,Departamento,13,2,True,240,Moderado
Centro,Casa,13,4,False,184,Eficiente
Centro,Casa,23,2,True,309,Moderado
Norte,Casa,23,5,True,364,Ineficiente
Norte,Departamento,7,3,False,119,Eficiente
Centro,Casa,10,6,True,212,Moderado
Centro,Casa,13,4,False,216,Eficiente
Centro,Casa,11,6,True,232,Ineficiente
Centro,Casa,11,3,True,189,Moderado
Norte,Casa,11,5,True,261,Ineficiente
Centro,Casa,17,5,False,252,Eficiente
Centro,Casa,16,3,True,270,Ineficiente
Centro,Casa,15,6,True,270,Ineficiente
Norte,Casa,24,4,True,343,Moderado
Sur,Casa,24,2,False,318,Moderado
Centro,Casa,8,5,True,230,Ineficiente
Sur,Departamento,14,3,False,186,Eficiente
Centro,Departamento,11,6,True,170,Moderado
Sur,Casa,10,4,True,276,Moderado
Centro,Departamento,14,6,True,207,Ineficiente
Sur,Casa,17,4,True,285,Moderado
Norte,Casa,24,2,False,314,Eficiente
Centro,Casa,15,2,True,253,Moderado
Sur,Casa,8,3,False,171,Eficiente
Norte,Casa,14,3,True,271,Moderado
Norte,Casa,16,4,False,239,Eficiente
Centro,Casa,19,4,True,287,Moderado
Sur,Casa,16,4,False,270,Eficiente
Centro,Casa,10,4,True,227,Ineficiente
Centro,Casa,11,2,False,186,Eficiente
Norte,Casa,17,3,True,254,Ineficiente
Norte,Casa,11,3,True,204,Moderado
Centro,Departamento,5,5,True,118,Moderado
Norte,Departamento,5,3,False,107,Eficiente
Centro,Casa,12,3,True,232,Moderado
Sur,Departamento,11,6,False,226,Moderado
Centro,Casa,12,6,True,232,Ineficiente
Centro,Departamento,4,5,False,95,Eficiente
Norte,Casa,15,4,True,270,Moderado
Centro,Casa,17,5,True,229,Moderado
Centro,Casa,18,5,True,288,Ineficiente
Centro,Casa,20,2,True,273,Moderado
Centro,Casa,11,3,True,218,Moderado
Centro,Casa,18,2,True,250,Moderado
Centro,Casa,19,3,False,235,Eficiente
Centro,Casa,12,5,False,176,Eficiente
Centro,Casa,17,3,True,276,Moderado
Centro,Departamento,7,4,True,128,Moderado
Centro,Casa,16,4,True,242,Moderado
Centro,Casa,16,5,True,243,Ineficiente
Centro,Casa,17,6,True,290,Ineficiente
Norte,Casa,17,4,False,247,Moderado
Centro,Casa,9,5,False,207,Moderado
Centro,Departamento,6,2,True,148,Moderado
Centro,Casa,15,6,True,241,Moderado
Centro,Casa,21,4,True,289,Moderado
Centro,Departamento,9,5,False,114,Eficiente
Centro,Casa,20,5,True,297,Moderado
Centro,Casa,20,2,True,261,Moderado
Centro,Casa,15,2,False,193,Eficiente
Norte,Casa,19,6,True,302,Moderado
Centro,Casa,8,4,True,191,Moderado
Centro,Casa,10,5,True,225,Ineficiente
Centro,Casa,19,6,False,300,Moderado
Centro,Departamento,7,6,True,190,Ineficiente
Centro,Casa,17,2,False,205,Eficiente
Centro,Casa,22,5,False,309,Eficiente
Norte,Casa,9,3,False,198,Moderado
Centro,Casa,10,2,True,154,Eficiente
Centro,Casa,21,5,False,267,Moderado
Centro,Casa,14,6,True,221,Moderado
Centro,Departamento,6,6,True,148,Ineficiente
Centro,Casa,18,4,True,309,Ineficiente
Centro,Casa,13,3,True,204,Moderado
Norte,Casa,18,2,False,229,Eficiente
Centro,Casa,24,4,False,286,Eficiente
Centro,Casa,17,4,False,222,Eficiente
Centro,Casa,24,3,False,277,Moderado
Centro,Casa,9,2,False,175,Eficiente
Centro,Casa,13,2,False,171,Eficiente
Norte,Departamento,7,6,True,188,Ineficiente
Centro,Departamento,6,2,True,121,Moderado
Norte,Casa,9,4,True,249,Ineficiente
Sur,Departamento,5,6,True,172,Moderado
Centro,Casa,10,2,True,190,Moderado
Centro,Departamento,10,3,False,126,Eficiente
Sur,Casa,21,4,False,298,Eficiente
Norte,Departamento,9,5,True,164,Moderado
Centro,Departamento,6,3,True,152,Moderado
Centro,Casa,10,3,True,199,Moderado
Centro,Departamento,14,2,True,209,Ineficiente
Centro,Casa,22,6,True,310,Ineficiente
Centro,Casa,14,6,False,262,Moderado
Centro,Casa,22,4,True,293,Ineficiente
Norte,Casa,20,2,True,287,Moderado
Sur,Casa,13,6,True,297,Ineficiente
Centro,Casa,22,5,True,262,Moderado
Centro,Departamento,9,2,False,123,Eficiente
Centro,Casa,11,2,False,185,Eficiente
Norte,Casa,21,6,True,336,Moderado
Norte,Departamento,5,3,False,148,Eficiente
Sur,Departamento,9,2,True,220,Moderado
Centro,Departamento,12,3,False,153,Eficiente
Norte,Casa,13,4,True,241,Moderado
Norte,Departamento,14,4,False,199,Eficiente
Centro,Casa,9,6,True,212,Ineficiente
Centro,Casa,11,4,True,188,Eficiente
Centro,Casa,16,6,True,270,Ineficiente
Norte,Casa,22,6,True,310,Moderado
Centro,Casa,20,3,False,250,Eficiente
Norte,Casa,15,3,True,259,Moderado
Norte,Casa,23,4,False,343,Moderado
Centro,Casa,18,3,True,283,Moderado
Centro,Casa,17,2,False,241,Eficiente
Centro,Casa,15,5,False,249,Moderado
Centro,Casa,8,2,True,184,Moderado
Sur,Casa,17,2,True,269,Moderado
Sur,Casa,10,6,True,221,Moderado
Centro,Casa,18,5,False,261,Moderado
Centro,Departamento,10,6,False,171,Moderado
Centro,Casa,15,3,True,229,Moderado
Centro,Casa,21,3,True,274,Moderado
Centro,Casa,13,5,False,199,Eficiente
Centro,Casa,22,4,True,283,Ineficiente
Centro,Departamento,12,3,False,148,Eficiente
Sur,Casa,14,2,True,279,Moderado
Centro,Casa,17,5,True,290,Ineficiente
Centro,Casa,22,5,False,278,Moderado
Norte,Casa,17,3,True,304,Moderado
Centro,Casa,24,3,False,330,Moderado
Centro,Casa,24,6,True,330,Ineficiente
Centro,Casa,19,6,True,286,Moderado
Centro,Casa,22,2,False,217,Eficiente
Centro,Casa,19,5,True,295,Moderado
Centro,Departamento,10,4,True,176,Moderado
Centro,Departamento,10,4,False,151,Moderado
Centro,Casa,11,5,False,197,Eficiente
Centro,Casa,19,2,False,234,Eficiente
Centro,Casa,23,6,False,271,Eficiente
Centro,Casa,16,6,True,283,Ineficiente
Centro,Casa,10,6,True,170,Moderado
Norte,Departamento,9,4,True,196,Ineficiente
Centro,Departamento,11,4,False,126,Eficiente
Centro,Casa,17,2,False,254,Eficiente
Centro,Casa,9,4,True,201,Moderado
Centro,Casa,18,3,False,252,Eficiente
Centro,Casa,10,4,True,218,Moderado
Norte,Casa,9,6,True,261,Ineficiente
Norte,Casa,16,2,True,303,Ineficiente
Centro,Casa,9,5,True,236,Ineficiente
Centro,Casa,9,5,True,225,Ineficiente
Centro,Casa,22,2,True,283,Moderado
Centro,Departamento,4,3,False,112,Eficiente
Centro,Casa,12,5,True,254,Ineficiente
Centro,Casa,18,6,False,248,Moderado
Centro,Casa,14,5,True,249,Moderado
Centro,Casa,13,5,False,200,Moderado
Norte,Casa,21,6,False,314,Moderado
Centro,Casa,8,4,False,186,Eficiente
Norte,Departamento,14,3,True,192,Moderado
Centro,Casa,24,6,True,329,Ineficiente
Norte,Departamento,12,6,True,215,Ineficiente
Centro,Casa,17,2,True,256,Moderado
Centro,Casa,15,3,True,230,Moderado
Sur,Casa,15,4,True,316,Ineficiente
Centro,Casa,21,6,True,288,Ineficiente
Centro,Casa,14,4,False,260,Moderado
Centro,Casa,13,6,True,248,Ineficiente
Norte,Casa,11,6,False,221,Eficiente
Centro,Departamento,7,2,True,152,Moderado
Norte,Departamento,7,5,True,185,Ineficiente
Sur,Departamento,12,3,True,263,Ineficiente
Centro,Casa,8,2,False,175,Eficiente
Centro,Casa,10,4,False,152,Eficiente
Centro,Casa,12,6,False,201,Eficiente
Centro,Casa,12,6,True,255,Ineficiente
Centro,Casa,11,3,True,213,Moderado
Centro,Casa,24,2,True,292,Moderado
Norte,Casa,21,2,True,288,Moderado
Norte,Casa,15,4,False,226,Eficiente
Centro,Departamento,9,2,False,138,Eficiente
Centro,Casa,15,2,True,226,Moderado
Centro,Casa,8,5,False,207,Moderado
Norte,Casa,11,3,True,220,Moderado
Centro,Departamento,4,2,True,96,Eficiente
Centro,Casa,12,4,True,228,Moderado
Centro,Casa,19,6,True,247,Moderado
Centro,Departamento,11,2,False,98,Eficiente
Centro,Departamento,13,2,True,198,Moderado
Centro,Casa,24,6,False,299,Moderado
Centro,Casa,9,5,True,171,Ineficiente
Centro,Casa,18,3,True,267,Ineficiente
Centro,Casa,14,5,True,242,Moderado
Centro,Casa,24,4,False,257,Eficiente
Centro,Departamento,5,2,True,144,Moderado
Centro,Casa,13,5,False,246,Moderado
Centro,Casa,18,3,True,304,Ineficiente
Centro,Casa,17,4,True,270,Moderado
Centro,Casa,12,5,True,234,Ineficiente
Centro,Casa,22,2,True,324,Ineficiente
Centro,Casa,11,3,False,197,Eficiente
Centro,Casa,8,2,True,184,Moderado
Centro,Casa,22,2,True,275,Moderado
Norte,Casa,24,4,True,344,Moderado
Sur,Casa,21,3,True,294,Moderado
Norte,Departamento,4,6,False,161,Moderado
Centro,Casa,13,2,False,173,Eficiente
Centro,Casa,20,3,False,238,Eficiente
Centro,Casa,24,2,True,309,Ineficiente
Centro,Casa,13,5,True,275,Ineficiente
Centro,Casa,12,5,False,203,Moderado
Centro,Casa,14,3,True,216,Moderado
Norte,Departamento,7,4,False,170,Eficiente
Norte,Casa,20,6,False,281,Moderado
Centro,Casa,8,5,False,147,Eficiente
Centro,Casa,20,4,True,297,Moderado
Norte,Departamento,12,6,False,189,Moderado
Norte,Casa,14,5,False,238,Eficiente
Centro,Casa,10,6,False,214,Moderado
Centro,Casa,8,2,True,207,Moderado
Centro,Casa,15,3,True,229,Moderado
Centro,Departamento,9,5,True,175,Ineficiente
Norte,Casa,20,5,True,278,Moderado
Sur,Casa,21,2,True,316,Moderado
Centro,Departamento,9,5,False,130,Moderado
Centro,Departamento,8,5,True,161,Ineficiente
Centro,Departamento,11,5,True,178,Moderado
Centro,Casa,15,5,True,251,Moderado
Centro,Casa,20,5,True,256,Moderado
Centro,Casa,11,4,False,170,Eficiente
Centro,Casa,24,5,False,288,Moderado
Centro,Casa,12,2,True,248,Ineficiente
Centro,Casa,10,5,True,234,Ineficiente
Centro,Casa,11,6,True,240,Ineficiente
Norte,Casa,12,6,True,247,Ineficiente
Centro,Casa,21,2,True,263,Moderado
Centro,Casa,22,4,True,311,Moderado
Centro,Departamento,9,2,False,109,Eficiente
Centro,Casa,13,4,True,268,Ineficiente
Centro,Casa,17,3,True,258,Ineficiente
Centro,Casa,23,6,False,331,Moderado
Sur,Casa,24,6,False,372,Moderado
Centro,Casa,21,6,False,285,Moderado
Centro,Casa,19,4,False,260,Eficiente
Norte,Casa,16,2,True,254,Moderado
Centro,Casa,22,4,True,325,Ineficiente
Centro,Casa,19,6,False,255,Moderado
Sur,Casa,21,6,False,283,Eficiente
Centro,Departamento,8,6,True,194,Ineficiente
Sur,Departamento,8,6,True,221,Ineficiente
Norte,Casa,19,3,True,282,Moderado
Centro,Casa,20,6,False,275,Moderado
Norte,Casa,20,4,True,305,Ineficiente
Centro,Departamento,11,6,False,196,Moderado
Centro,Casa,10,5,False,174,Eficiente
Centro,Casa,10,3,False,214,Eficiente
Centro,Departamento,6,6,True,183,Ineficiente
Centro,Casa,17,5,True,256,Moderado
Norte,Departamento,4,4,True,161,Ineficiente
Centro,Casa,22,3,False,279,Eficiente
Centro,Casa,16,6,True,326,Ineficiente
Norte,Casa,11,4,True,226,Moderado
Centro,Departamento,12,5,True,155,Moderado
Centro,Departamento,5,3,True,94,Eficiente
Norte,Casa,15,6,False,259,Eficiente
Centro,Casa,24,4,False,308,Moderado
Norte,Casa,8,3,True,198,Moderado
Centro,Departamento,6,5,False,123,Moderado
Centro,Casa,19,6,False,254,Moderado
Sur,Casa,23,3,False,293,Eficiente
Centro,Casa,8,5,False,193,Eficiente
Centro,Casa,22,5,False,244,Eficiente
Sur,Casa,14,4,True,295,Ineficiente
Centro,Casa,24,5,True,309,Moderado
Centro,Casa,10,5,False,214,Moderado
Sur,Departamento,9,2,True,201,Moderado
Centro,Casa,13,5,True,209,Moderado
Centro,Casa,13,6,True,252,Ineficiente
Centro,Departamento,5,3,True,127,Moderado
Centro,Casa,14,6,True,274,Ineficiente
Centro,Casa,18,6,True,295,Ineficiente
Centro,Casa,24,4,True,335,Ineficiente
Centro,Departamento,14,2,True,186,Ineficiente
Centro,Casa,15,2,False,196,Eficiente
Centro,Departamento,14,6,False,187,Moderado
Centro,Casa,10,3,True,224,Moderado
Centro,Casa,21,2,True,262,Moderado
Centro,Casa,16,2,False,228,Eficiente
Centro,Departamento,6,6,False,139,Moderado
Centro,Casa,8,2,True,218,Moderado
Centro,Departamento,10,4,False,129,Eficiente
Centro,Casa,18,6,False,265,Moderado
Centro,Casa,8,2,False,156,Eficiente
Norte,Casa,19,2,True,272,Moderado
Centro,Departamento,6,2,True,175,Ineficiente
Centro,Casa,22,6,True,317,Ineficiente
Centro,Casa,9,3,True,233,Ineficiente
Sur,Casa,23,5,True,336,Ineficiente
Norte,Departamento,13,2,True,239,Moderado
Centro,Casa,15,5,False,221,Eficiente
Centro,Casa,9,5,True,228,Ineficiente
Norte,Casa,21,2,True,283,Moderado
Sur,Casa,22,2,False,282,Eficiente
Centro,Casa,16,5,True,261,Moderado
Centro,Departamento,14,3,True,228,Ineficiente
Centro,Departamento,4,5,True,163,Ineficiente
Centro,Casa,17,3,False,236,Eficiente
Centro,Casa,16,4,False,225,Eficiente
Norte,Casa,9,3,True,229,Moderado
Centro,Casa,24,6,False,276,Eficiente
Centro,Casa,18,2,True,263,Moderado
Centro,Casa,24,4,False,288,Eficiente
Centro,Casa,17,5,True,270,Moderado
Centro,Casa,13,3,True,240,Moderado
Centro,Casa,23,4,True,321,Ineficiente
Centro,Casa,8,6,True,163,Eficiente
Centro,Casa,10,3,False,168,Eficiente
Centro,Casa,22,5,True,290,Ineficiente
Centro,Casa,17,5,True,265,Moderado
Centro,Casa,12,3,False,197,Eficiente
Centro,Casa,22,6,True,321,Ineficiente
Centro,Casa,21,2,True,288,Moderado
Centro,Casa,22,2,False,287,Eficiente
Centro,Casa,17,5,False,237,Moderado
Centro,Casa,16,6,True,253,Ineficiente
Centro,Departamento,9,5,True,170,Ineficiente
Centro,Casa,14,2,True,233,Moderado
Centro,Casa,12,5,True,235,Moderado
Centro,Casa,17,3,True,253,Moderado
Centro,Casa,15,3,True,266,Moderado
Centro,Casa,23,6,False,310,Moderado
Centro,Casa,19,2,True,289,Ineficiente
Norte,Casa,16,6,False,242,Eficiente
Centro,Casa,17,6,True,288,Ineficiente
Norte,Casa,23,2,True,348,Moderado
Centro,Casa,17,4,True,286,Ineficiente
Centro,Departamento,11,4,True,171,Moderado
Centro,Casa,10,5,True,213,Moderado
Sur,Casa,18,4,False,254,Eficiente
Sur,Casa,13,3,False,271,Eficiente
Centro,Departamento,14,6,False,168,Moderado
Norte,Casa,22,5,True,314,Moderado
Centro,Casa,22,6,True,320,Ineficiente
Centro,Casa,20,2,False,252,Eficiente
Norte,Casa,12,4,True,256,Moderado
Centro,Casa,21,2,False,245,Eficiente
Norte,Casa,9,5,False,182,Eficiente
Centro,Casa,19,3,False,252,Moderado
Norte,Casa,21,4,True,294,Moderado
Norte,Casa,22,2,False,294,Eficiente
Centro,Casa,24,4,False,270,Moderado
Sur,Casa,21,6,True,339,Moderado
Centro,Casa,12,3,False,233,Eficiente
Centro,Casa,19,4,True,282,Ineficiente
Centro,Departamento,5,3,True,119,Moderado
Centro,Casa,15,6,False,244,Moderado
Centro,Casa,13,6,True,243,Ineficiente
Centro,Casa,22,2,True,273,Moderado
Centro,Departamento,11,5,True,187,Ineficiente
Centro,Casa,13,2,True,250,Moderado
Centro,Casa,19,3,True,285,Moderado
Sur,Casa,22,2,False,300,Eficiente
Centro,Casa,19,4,True,253,Moderado
Sur,Casa,16,2,False,276,Eficiente
Norte,Casa,9,5,False,217,Moderado
Centro,Casa,20,5,True,257,Moderado
Centro,Departamento,9,3,True,133,Moderado
Centro,Casa,15,6,True,291,Ineficiente
Centro,Casa,20,5,False,271,Moderado
Centro,Casa,11,3,True,189,Moderado
Centro,Casa,13,5,True,263,Ineficiente
Centro,Casa,13,5,False,240,Eficiente
Centro,Casa,19,6,False,248,Moderado
Centro,Casa,19,4,False,234,Eficiente
Centro,Departamento,5,3,False,111,Eficiente
Centro,Departamento,11,5,True,190,Ineficiente
Centro,Casa,22,5,False,275,Moderado
Centro,Casa,24,2,True,281,Moderado
Centro,Departamento,14,4,True,195,Ineficiente
Centro,Casa,13,6,True,237,Ineficiente
Norte,Departamento,8,3,True,146,Moderado
Centro,Casa,22,5,True,323,Moderado
Norte,Casa,23,3,True,299,Moderado
Centro,Casa,15,6,True,286,Ineficiente
Centro,Casa,23,4,True,309,Moderado
Sur,Casa,12,2,False,221,Eficiente
Centro,Casa,21,4,True,299,Ineficiente
Norte,Casa,9,2,True,215,Moderado
Centro,Casa,10,3,False,211,Moderado
Centro,Casa,21,4,True,334,Ineficiente
Centro,Departamento,12,4,False,171,Eficiente
Centro,Casa,22,4,False,270,Eficiente
Sur,Departamento,6,6,True,229,Ineficiente
Centro,Casa,8,3,False,166,Eficiente
Sur,Casa,16,2,False,251,Eficiente
Norte,Departamento,8,4,True,205,Ineficiente
Centro,Casa,23,3,False,292,Eficiente
Centro,Casa,20,6,False,259,Eficiente
Centro,Casa,13,6,True,252,Ineficiente
Centro,Casa,8,3,False,164,Moderado
Sur,Casa,11,2,True,264,Moderado
Centro,Departamento,5,3,False,120,Eficiente
Norte,Casa,24,3,False,277,Eficiente
Centro,Casa,9,5,False,188,Eficiente
Centro,Casa,15,6,True,230,Moderado
Centro,Casa,22,2,True,260,Moderado
Centro,Casa,13,5,False,206,Moderado
Centro,Casa,9,3,False,166,Eficiente
Centro,Casa,22,6,False,249,Eficiente
